order#,id#,year,electionyr,house,newspaper,date_publ,date_notes,electiondate,date1,date2,date3,overlap_days,overlap_bin,overlap_drop,daysbefore,checkorder,sample,m_likelihood,method_face,m_phone,m_rolling,m_panel,m_internet,m_pastvote,m_partyid,vote_con,vote_lab,vote_lib,vote_oth,vote_total,h_gallup,h_gallup9000,h_nop,h_mori1,h_mori2,h_icm,h_harris1,h_harris2,h_comres,h_populus,h_populus2,h_orb,h_rasm,h_yougov1,h_yougov2,h_bpix,h_nmr,h_angusr,h_opinium,h_tns,h_bizdec,h_orc,h_rsl,h_asl,h_ashcroft,source,vote_ukip,vote_bnp,vote_green,vote_swn,vote_grn,,,,,,,,,,,,,,
1679,,2011,,YouGov,The Sun,,18_19 May,,5/18/11,5/18/11,5/19/11,,,,,,2256,1,0,0,0,0,1,0,1,38,40,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,4,2,,YouGov,The Sun,5/18/11,5/18/11,5/19/11,0,0,YouGov/The Sun,5,1,2,4,
1680,,2011,,YouGov,The Sun,,17_18 May,,5/17/11,5/17/11,5/18/11,,,,,,2064,1,0,0,0,0,1,0,1,36,42,9,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,5/17/11,5/17/11,5/18/11,0,0,YouGov/The Sun,5,1,2,3,
1681,,2011,,YouGov,The Sun,,16_17 May,,5/16/11,5/16/11,5/17/11,,,,,,2515,1,0,0,0,0,1,0,1,39,41,9,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,5/16/11,5/16/11,5/17/11,0,0,YouGov/The Sun,4,2,2,3,
1682,,2011,,YouGov,The Sun,,15_16 May,,5/15/11,5/15/11,5/16/11,,,,,,2601,1,0,0,0,0,1,0,1,38,41,10,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,3,2,2,4,2,,YouGov,The Sun,5/15/11,5/15/11,5/16/11,0,0,YouGov/The Sun,3,2,2,4,
1683,,2011,,YouGov,The Sunday Times,,12_13 May,,5/12/11,5/12/11,5/13/11,,,,,,2286,1,0,0,0,0,1,0,1,36,41,9,13,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sunday Times,4,2,3,3,3,,YouGov,The Sunday Times,5/12/11,5/12/11,5/13/11,0,0,YouGov/The Sunday Times,4,2,3,3,
1684,,2011,,ComRes,The Independent on Sunday/Sunday Mirror,,11_12 May,,5/11/11,5/11/11,5/12/11,,,,,,2004,2,0,0,0,0,1,1,0,38,39,11,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.comres.co.uk/page1902473831.aspx,,,,,,,ComRes,The Independent on Sunday/Sunday Mirror,5/11/11,5/11/11,5/12/11,0,0,http://www.comres.co.uk/page1902473831.aspx,,,,,1
1685,,2011,,YouGov,The Sun,,9_10 May,,5/9/11,5/9/11,5/10/11,,,,,,2341,1,0,0,0,0,1,0,1,38,40,9,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,6,1,2,3,2,,YouGov,The Sun,5/9/11,5/9/11,5/10/11,0,0,YouGov/The Sun,6,1,2,3,
1686,,2011,,YouGov,The Sun,,8_9 May,,5/8/11,5/8/11,5/9/11,,,,,,2530,1,0,0,0,0,1,0,1,38,42,8,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,4,2,,YouGov,The Sun,5/8/11,5/8/11,5/9/11,0,0,YouGov/The Sun,4,2,2,4,
1687,,2011,,Populus,The Times,,6_8 May,,5/6/11,5/7/11,5/8/11,,,,,,1504,2,0,1,0,0,0,1,0,37,39,11,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus/The Times,2,0,3,7,3,,Populus,The Times,5/6/11,5/7/11,5/8/11,0,0,Populus/The Times,2,0,3,7,
1688,,2011,,YouGov,Sunday Times,,5_6 May,,5/5/11,5/5/11,5/6/11,,,,,,2056,1,0,0,0,0,1,0,1,36,41,10,12,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,5,1,2,4,2,,YouGov,Sunday Times,5/5/11,5/5/11,5/6/11,0,0,YouGov/Sunday Times,5,1,2,4,
1689,,2011,,YouGov,The Sun,,4_5 May,,5/4/11,5/4/11,5/5/11,,,,,,2087,1,0,0,0,0,1,0,1,37,39,10,13,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,5/4/11,5/4/11,5/5/11,0,0,YouGov/The Sun,4,2,2,3,
1690,,2011,,YouGov,The Sun,,3_4 May,,5/3/11,5/3/11,5/4/11,,,,,,5725,1,0,0,0,0,1,0,1,36,40,11,14,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,6,2,2,3,2,,YouGov,The Sun,5/3/11,5/3/11,5/4/11,0,0,YouGov/The Sun,6,2,2,3,
1691,,2011,,YouGov,The Sun,,2_3 May,,5/2/11,5/2/11,5/3/11,,,,,,2365,1,0,0,0,0,1,0,1,37,42,10,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,5/2/11,5/2/11,5/3/11,0,0,YouGov/The Sun,5,1,2,3,
1692,,2011,,ICM,The Guardian,,2_3 May,,5/2/11,5/2/11,5/3/11,,,,,,1035,2,0,1,0,0,0,1,0,36,37,15,11,99,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.guardian.co.uk/politics/2011/may/04/av-poll-indicates-defeat-yes-campaign,,,,,,,ICM,The Guardian,5/2/11,5/2/11,5/3/11,0,0,http://www.guardian.co.uk/politics/2011/may/04/av-poll-indicates-defeat-yes-campaign,,,,,1
1693,,2011,,ComRes,The Independent,,28 Apr_1 May,,4/28/11,4/29/11,5/1/11,,,,,,1003,2,0,1,0,0,0,1,0,34,37,15,15,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ComRes,The Independent,4/28/11,4/29/11,5/1/11,0,0,,,,,,
1694,,2011,,YouGov,The Sun,,27_28 Apr,,4/27/11,4/27/11,4/28/11,,,,,,2070,1,0,0,0,0,1,0,1,36,41,12,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-280411.pdf,4,2,1,3,2,,YouGov,The Sun,4/27/11,4/27/11,4/28/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-280411.pdf,4,2,1,3,
1695,,2011,,YouGov,The Sun,,26_27 Apr,,4/26/11,4/26/11,4/27/11,,,,,,2666,1,0,0,0,0,1,0,1,36,42,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-270411_0.pdf,5,1,2,3,2,,YouGov,The Sun,4/26/11,4/26/11,4/27/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-270411_0.pdf,5,1,2,3,
1696,,2011,,YouGov,The Sun,,25_26 Apr,,4/25/11,4/25/11,4/26/11,,,,,,2617,1,0,0,0,0,1,0,1,36,41,10,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-260411.pdf,6,2,2,3,2,,YouGov,The Sun,4/25/11,4/25/11,4/26/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-260411.pdf,6,2,2,3,
1697,,2011,,YouGov,The Sun,,20_21 Apr,,4/20/11,4/20/11,4/21/11,,,,,,2629,1,0,0,0,0,1,0,1,36,42,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-210411.pdf,6,1,2,3,2,,YouGov,The Sun,4/20/11,4/20/11,4/21/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-210411.pdf,6,1,2,3,
1698,,2011,,YouGov,The Sun,,19_20 Apr,,4/19/11,4/19/11,4/20/11,,,,,,2346,1,0,0,0,0,1,0,1,36,43,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-200411.pdf,4,1,3,2,3,,YouGov,The Sun,4/19/11,4/19/11,4/20/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-200411.pdf,4,1,3,2,
1699,,2011,,YouGov,The Sun,,18_19 Apr,,4/18/11,4/18/11,4/19/11,,,,,,2431,1,0,0,0,0,1,0,1,36,43,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,4/18/11,4/18/11,4/19/11,0,0,YouGov/The Sun,4,2,2,3,
1700,,2011,,YouGov,The Sun,,17_18 Apr,,4/17/11,4/17/11,4/18/11,,,,,,3637,1,0,0,0,0,1,0,1,36,42,9,12,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,4/17/11,4/17/11,4/18/11,0,0,YouGov/The Sun,5,1,2,3,
1701,,2011,,Ipsos MORI,Reuters,,15_17 Apr,,4/15/11,4/16/11,4/17/11,,,,,,1000,3,0,1,0,0,0,0,0,40,40,9,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,Ipsos MORI/Reuters,3,0,3,4,3,,Ipsos MORI,Reuters,4/15/11,4/16/11,4/17/11,0,0,Ipsos MORI/Reuters,3,0,3,4,
1702,,2011,,ICM,The Guardian,,15_17 Apr,,4/15/11,4/16/11,4/17/11,,,,,,1003,2,0,1,0,0,0,1,0,35,37,15,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.icmresearch.co.uk/icmresearch/files/pdfs/2011_april_guardian_av_poll.pdf,3,1,3,5,,,ICM,The Guardian,4/15/11,4/16/11,4/17/11,0,0,http://www.icmresearch.co.uk/icmresearch/files/pdfs/2011_april_guardian_av_poll.pdf,3,1,3,5,
1703,,2011,,YouGov,Sunday Times,,14_15 Apr,,4/14/11,4/14/11,4/15/11,,,,,,2735,1,0,0,0,0,1,0,1,37,41,9,12,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,5,1,2,3,2,,YouGov,Sunday Times,4/14/11,4/14/11,4/15/11,0,0,YouGov/Sunday Times,5,1,2,3,
1704,,2011,,ComRes,The Independent on Sunday,,13_15 Apr,,4/13/11,4/14/11,4/15/11,,,,,,2003,2,0,0,0,0,1,1,0,35,39,10,14,98,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.comres.co.uk/systems/file_download.aspx?pg=763&ver=6,6,1,4,3,,,ComRes,The Independent on Sunday,4/13/11,4/14/11,4/15/11,0,0,http://www.comres.co.uk/systems/file_download.aspx?pg=763&ver=6,6,1,4,3,
1705,,2011,,YouGov,The Sun,,13_14 Apr,,4/13/11,4/13/11,4/14/11,,,,,,2555,1,0,0,0,0,1,0,1,36,42,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,2,2,,YouGov,The Sun,4/13/11,4/13/11,4/14/11,0,0,YouGov/The Sun,5,2,2,2,
1706,,2011,,YouGov,The Sun,,12_13 Apr,,4/12/11,4/12/11,4/13/11,,,,,,2813,1,0,0,0,0,1,0,1,35,44,10,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,4/12/11,4/12/11,4/13/11,0,0,YouGov/The Sun,4,2,2,3,
1707,,2011,,YouGov,The Sun,,11_12 Apr,,4/11/11,4/11/11,4/12/11,,,,,,2258,1,0,0,0,0,1,0,1,37,42,9,11,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,2,2,,YouGov,The Sun,4/11/11,4/11/11,4/12/11,0,0,YouGov/The Sun,5,1,2,2,
1708,,2011,,YouGov,The Sun,,10_11 Apr,,4/10/11,4/10/11,4/11/11,,,,,,2649,1,0,0,0,0,1,0,1,36,42,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,3,2,,YouGov,The Sun,4/10/11,4/10/11,4/11/11,0,0,YouGov/The Sun,5,2,2,3,
1709,,2011,,Angus Reid,,,8_11 Apr,,4/8/11,4/9/11,4/11/11,,,,,,2023,,0,0,0,0,1,1,0,31,42,11,17,101,,,,,,,,,,,,,,,,,,,,,,,,,,Angus Reid Public Opinion,6,2,3,5,,,Angus Reid,,4/8/11,4/9/11,4/11/11,0,0,Angus Reid Public Opinion,6,2,3,5,
1710,,2011,,Populus,The Times,,8_10 Apr,,4/8/11,4/9/11,4/10/11,,,,,,1509,2,0,1,0,0,0,1,0,36,40,11,14,101,,,,,,,,,,,,,,,,,,,,,,,,,,Populus/The Times,4,2,3,5,3,,Populus,The Times,4/8/11,4/9/11,4/10/11,0,0,Populus/The Times,4,2,3,5,
1711,,2011,,YouGov,Sunday Times,,7_8 Apr,,4/7/11,4/7/11,4/8/11,,,,,,2206,1,0,0,0,0,1,0,1,36,43,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,4,2,2,3,2,,YouGov,Sunday Times,4/7/11,4/7/11,4/8/11,0,0,YouGov/Sunday Times,4,2,2,3,
1712,,2011,,YouGov,The Sun,,6_7 Apr,,4/6/11,4/6/11,4/7/11,,,,,,2199,1,0,0,0,0,1,0,1,35,44,10,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,3,2,,YouGov,The Sun,4/6/11,4/6/11,4/7/11,0,0,YouGov/The Sun,4,1,2,3,
1713,,2011,,YouGov,The Sun,,5_6 Apr,,4/5/11,4/5/11,4/6/11,,,,,,2034,1,0,0,0,0,1,0,1,36,42,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,3,2,,YouGov,The Sun,4/5/11,4/5/11,4/6/11,0,0,YouGov/The Sun,5,2,2,3,
1714,,2011,,YouGov,The Sun,,4_5 Apr,,4/4/11,4/4/11,4/5/11,,,,,,2530,1,0,0,0,0,1,0,1,37,42,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,4/4/11,4/4/11,4/5/11,0,0,YouGov/The Sun,5,1,2,3,
1715,,2011,,YouGov,The Sun,,3_4 Apr,,4/3/11,4/3/11,4/4/11,,,,,,2484,1,0,0,0,0,1,0,1,37,42,9,11,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,3,2,3,,YouGov,The Sun,4/3/11,4/3/11,4/4/11,0,0,YouGov/The Sun,4,2,3,2,
1716,,2011,,YouGov,Sunday Times,,31 Mar_1 Apr,,3/31/11,3/31/11,4/1/11,,,,,,2226,1,0,0,0,0,1,0,1,36,42,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,5,1,2,3,2,,YouGov,Sunday Times,3/31/11,3/31/11,4/1/11,0,0,YouGov/Sunday Times,5,1,2,3,
1717,,2011,,YouGov,The Sun,,30_31 Mar,,3/30/11,3/30/11,3/31/11,,,,,,2175,1,0,0,0,0,1,0,1,35,42,10,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,3,2,,YouGov,The Sun,3/30/11,3/30/11,3/31/11,0,0,YouGov/The Sun,5,2,2,3,
1718,,2011,,YouGov,The Sun,,29_30 Mar,,3/29/11,3/29/11,3/30/11,,,,,,2202,1,0,0,0,0,1,0,1,35,45,9,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,3,2,,YouGov,The Sun,3/29/11,3/29/11,3/30/11,0,0,YouGov/The Sun,5,2,2,3,
1719,,2011,,YouGov,The Sun,,28_29 Mar,,3/28/11,3/28/11,3/29/11,,,,,,2198,1,0,0,0,0,1,0,1,36,42,10,11,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,3,2,,YouGov,The Sun,3/28/11,3/28/11,3/29/11,0,0,YouGov/The Sun,5,2,2,3,
1720,,2011,,YouGov,The Sun,,27_28 Mar,,3/27/11,3/27/11,3/28/11,,,,,,2391,1,0,0,0,0,1,0,1,36,44,9,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,1,4,1,,YouGov,The Sun,3/27/11,3/27/11,3/28/11,0,0,YouGov/The Sun,4,1,1,4,
1721,,2011,,ComRes,The Independent,,25_27 Mar,,3/25/11,3/26/11,3/27/11,,,,,,1000,2,0,1,0,0,0,1,0,35,41,13,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,ComRes/The Independent,,,3,,3,,ComRes,The Independent,3/25/11,3/26/11,3/27/11,0,0,ComRes/The Independent,,,,,1
1722,,2011,,YouGov,Sunday Times,,24_25 Mar,,3/24/11,3/24/11,3/25/11,,,,,,2214,1,0,0,0,0,1,0,1,38,41,11,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,,,2,,2,,YouGov,Sunday Times,3/24/11,3/24/11,3/25/11,0,0,YouGov/Sunday Times,,,,,1
1723,,2011,,YouGov,The Sun,,23_24 Mar,,3/23/11,3/23/11,3/24/11,,,,,,2456,1,0,0,0,0,1,0,1,37,41,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,3,2,,YouGov,The Sun,3/23/11,3/23/11,3/24/11,0,0,YouGov/The Sun,4,1,2,3,
1724,,2011,,ICM,The Guardian,,23_24 Mar,,3/23/11,3/23/11,3/24/11,,,,,,1014,2,0,1,0,0,0,1,0,37,36,16,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,ICM/The Guardian,2,2,2,5,2,,ICM,The Guardian,3/23/11,3/23/11,3/24/11,0,0,ICM/The Guardian,2,2,2,5,
1725,,2011,,YouGov,The Sun,,22_23 Mar,,3/22/11,3/22/11,3/23/11,,,,,,2485,1,0,0,0,0,1,0,1,36,42,10,11,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,2,2,,YouGov,The Sun,3/22/11,3/22/11,3/23/11,0,0,YouGov/The Sun,5,1,2,2,
1726,,2011,,YouGov,The Sun,,21_22 Mar,,3/21/11,3/21/11,3/22/11,,,,,,2026,1,0,0,0,0,1,0,1,35,42,9,14,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,3,2,,YouGov,The Sun,3/21/11,3/21/11,3/22/11,0,0,YouGov/The Sun,5,2,2,3,
1727,,2011,,Angus Reid,,,18_21 Mar,,3/18/11,3/19/11,3/21/11,,,,,,2023,,0,0,0,0,1,1,0,32,41,10,18,101,,,,,,,,,,,,,,,,,,,,,,,,,,Angus Reid Public Opinion,8,2,2,5,,,Angus Reid,,3/18/11,3/19/11,3/21/11,0,0,Angus Reid Public Opinion,8,2,2,5,
1728,,2011,,YouGov,Sunday Times,,17_18 Mar,,3/17/11,3/17/11,3/18/11,,,,,,2682,1,0,0,0,0,1,0,1,37,43,9,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,5,1,2,3,2,,YouGov,Sunday Times,3/17/11,3/17/11,3/18/11,0,0,YouGov/Sunday Times,5,1,2,3,
1729,,2011,,YouGov,The Sun,,16-17 Mar,,3/16/11,3/16/11,3/17/11,,,,,,2295,1,0,0,0,0,1,0,1,35,43,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,2,,,YouGov,The Sun,3/16/11,3/16/11,3/17/11,0,0,YouGov/The Sun,5,1,2,2,
1730,,2011,,YouGov,The Sun,,15-16 Mar,,3/15/11,3/15/11,3/16/11,,,,,,2666,1,0,0,0,0,1,0,1,35,43,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,2,,,YouGov,The Sun,3/15/11,3/15/11,3/16/11,0,0,YouGov/The Sun,5,2,2,2,
1731,,2011,,YouGov,The Sun,,14_15 Mar,,3/14/11,3/14/11,3/15/11,,,,,,2595,1,0,0,0,0,1,0,1,35,45,9,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,1,2,1,,YouGov,The Sun,3/14/11,3/14/11,3/15/11,0,0,YouGov/The Sun,5,2,1,2,
1732,,2011,,YouGov,The Sun,,13_14 Mar,,3/13/11,3/13/11,3/14/11,,,,,,2634,1,0,0,0,0,1,0,1,35,44,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,2,2,,YouGov,The Sun,3/13/11,3/13/11,3/14/11,0,0,YouGov/The Sun,5,1,2,2,
1733,,2011,,Ipsos MORI,Reuters,,11_13 Mar,,3/11/11,3/12/11,3/13/11,,,,,,1000,3,0,1,0,0,0,0,0,37,41,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,Ipsos MORI/Reuters,3,2,3,3,3,,Ipsos MORI,Reuters,3/11/11,3/12/11,3/13/11,0,0,Ipsos MORI/Reuters,3,2,3,3,
1734,,2011,,YouGov,Sunday Times,,10_11 Mar,,3/10/11,3/10/11,3/11/11,,,,,,2067,1,0,0,0,0,1,0,1,33,44,10,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,7,2,2,2,2,,YouGov,Sunday Times,3/10/11,3/10/11,3/11/11,0,0,YouGov/Sunday Times,7,2,2,2,
1735,,2011,,YouGov,The Sun,,9_10 Mar,,3/9/11,3/9/11,3/10/11,,,,,,2195,1,0,0,0,0,1,0,1,34,45,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,6,2,2,2,2,,YouGov,The Sun,3/9/11,3/9/11,3/10/11,0,0,YouGov/The Sun,6,2,2,2,
1736,,2011,,YouGov,The Sun,,8_9 Mar,,3/8/11,3/8/11,3/9/11,,,,,,2436,1,0,0,0,0,1,0,1,36,42,9,14,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,6,2,1,2,1,,YouGov,The Sun,3/8/11,3/8/11,3/9/11,0,0,YouGov/The Sun,6,2,1,2,
1737,,2011,,YouGov,The Sun,,7_8 Mar,,3/7/11,3/7/11,3/8/11,,,,,,2346,1,0,0,0,0,1,0,1,36,44,10,11,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,2,2,,YouGov,The Sun,3/7/11,3/7/11,3/8/11,0,0,YouGov/The Sun,5,2,2,2,
1738,,2011,,YouGov,The Sun,,6_7 Mar,,3/6/11,3/6/11,3/7/11,,,,,,1614,1,0,0,0,0,1,0,1,36,42,9,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,6,1,2,2,2,,YouGov,The Sun,3/6/11,3/6/11,3/7/11,0,0,YouGov/The Sun,6,1,2,2,
1739,,2011,,Populus,The Times,,4_6 Mar,,3/4/11,3/5/11,3/6/11,,,,,,1511,2,0,1,0,0,0,1,0,35,41,11,14,101,,,,,,,,,,,,,,,,,,,,,,,,,,Populus/The Times,5,2,4,4,4,,Populus,The Times,3/4/11,3/5/11,3/6/11,0,0,Populus/The Times,5,2,4,4,
1740,,2011,,YouGov,Sunday Times,,3_4 Mar,,3/3/11,3/3/11,3/4/11,,,,,,2413,1,0,0,0,0,1,0,1,35,43,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,4,1,2,3,2,,YouGov,Sunday Times,3/3/11,3/3/11,3/4/11,0,0,YouGov/Sunday Times,4,1,2,3,
1741,,2011,,Angus Reid,,,3_4 Mar,,3/3/11,3/3/11,3/4/11,,,,,,2007,,0,0,0,0,1,1,0,33,41,10,15,99,,,,,,,,,,,,,,,,,,,,,,,,,,Angus Reid Public Opinion,7,2,3,3,,,Angus Reid,,3/3/11,3/3/11,3/4/11,0,0,Angus Reid Public Opinion,7,2,3,3,
1742,,2011,,YouGov,The Sun,,1_2 Mar,,3/1/11,3/1/11,3/2/11,,,,,,2458,1,0,0,0,0,1,0,1,36,41,11,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,2,2,,YouGov,The Sun,3/1/11,3/1/11,3/2/11,0,0,YouGov/The Sun,5,2,2,2,
1743,,2011,,YouGov,The Sun,,28 Feb -1 Mar,,2/28/11,2/28/11,3/1/11,,,,,,2126,1,0,0,0,0,1,0,1,34,43,11,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,2,,,YouGov,The Sun,2/28/11,2/28/11,3/1/11,0,0,YouGov/The Sun,5,2,2,2,
1744,,2011,,YouGov,The Sun,,27_28 Feb,,2/27/11,2/27/11,2/28/11,,,,,,2549,1,0,0,0,0,1,0,1,36,43,10,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,3,2,2,2,2,,YouGov,The Sun,2/27/11,2/27/11,2/28/11,0,0,YouGov/The Sun,3,2,2,2,
1745,,2011,,ComRes,The Independent,,25_27 Feb,,2/25/11,2/26/11,2/27/11,,,,,,1007,2,0,1,0,0,0,1,0,35,39,12,14,100,,,,,,,,,,,,,,,,,,,,,,,,,,ComRes/The Independent,,,5,,5,,ComRes,The Independent,2/25/11,2/26/11,2/27/11,0,0,ComRes/The Independent,,,,,1
1746,,2011,,YouGov,Sunday Times,,24_25 Feb,,2/24/11,2/24/11,2/25/11,,,,,,2325,1,0,0,0,0,1,0,1,36,44,10,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,3,1,2,2,2,,YouGov,Sunday Times,2/24/11,2/24/11,2/25/11,0,0,YouGov/Sunday Times,3,1,2,2,
1747,,2011,,YouGov,The Sun,,23_24 Feb,,2/23/11,2/23/11,2/24/11,,,,,,,1,0,0,0,0,1,0,1,38,42,10,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,,,,,,,YouGov,The Sun,2/23/11,2/23/11,2/24/11,0,0,YouGov/The Sun,,,,,1
1748,,2011,,YouGov,The Sun,,22_23 Feb,,2/22/11,2/22/11,2/23/11,,,,,,2487,1,0,0,0,0,1,0,1,36,44,11,9,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,3,2,2,2,2,,YouGov,The Sun,2/22/11,2/22/11,2/23/11,0,0,YouGov/The Sun,3,2,2,2,
1749,,2011,,YouGov,The Sun,,21_22 Feb,,2/21/11,2/21/11,2/22/11,,,,,,2372,1,0,0,0,0,1,0,1,37,43,9,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,2,2,,YouGov,The Sun,2/21/11,2/21/11,2/22/11,0,0,YouGov/The Sun,4,2,2,2,
1750,,2011,,YouGov,The Sun,,20_21 Feb,,2/20/11,2/20/11,2/21/11,,,,,,2630,1,0,0,0,0,1,0,1,36,42,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,,,,,,,YouGov,The Sun,2/20/11,2/20/11,2/21/11,0,0,YouGov/The Sun,,,,,1
1751,,2011,,ICM,The Guardian,,18_20 Feb,,2/18/11,2/19/11,2/20/11,,,,,,1008,2,0,1,0,0,0,1,0,35,38,18,9,100,,,,,,,,,,,,,,,,,,,,,,,,,,ICM/The Guardian,2,1,1,4,,,ICM,The Guardian,2/18/11,2/19/11,2/20/11,0,0,ICM/The Guardian,2,1,1,4,
